Food_Item,Category,Calories,Protein,Carbs,Fat,Vegetarian,Vegan,Dosha_Vata,Dosha_Pitta,Dosha_Kapha,Food_Group,Fat_Adjusted
Thepla (steamed) - 4606,Karnataka,107,0.8,43.7,1.2,Yes,No,neutral,neutral,neutral,Beverages,0.0
Paneer (light) (fermented (mild)) - 4607,Punjabi,210,8.9,6.6,4.0,Yes,No,neutral,decreases,increases,Dairy Products,20.0
Macher Jhol (lightly spiced),Tamil Nadu,74,4.8,12.5,0.0,Yes,No,neutral,increases,neutral,Others,
Sorpotel (mild) - 4609,Punjabi,137,1.9,8.4,0.0,Yes,No,decreases,neutral,neutral,Others,
Moong Dal (light) (with vegetables) - 4610,Tamil Nadu,125,7.1,23.6,2.1,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Pongal (plain) (mild) - 4611,International,61,2.9,33.4,0.7,Yes,No,decreases,decreases,neutral,Others,
Litti Chokha (steamed) - 4612,International,204,7.5,29.7,0.0,Yes,No,neutral,decreases,neutral,Beverages,0.0
Kinema (fermented (mild)),International,173,0.2,40.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Kanji (rice porridge) (sprouted) - 4614,Kerala,135,4.0,24.0,0.7,Yes,No,decreases,neutral,neutral,Grains,0.5
Apple (with jaggery (small)) - 4615,Northeast,171,0.2,45.5,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Dal Pitha (plain) - 4616,Madhya Pradesh,71,5.9,23.9,1.1,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Phagshapa (mild) - 4617,International,157,1.4,11.7,0.0,Yes,No,decreases,neutral,neutral,Others,
Chettinad Chicken Curry (mild) - 4618,Tamil Nadu,164,27.9,3.4,4.1,No,No,neutral,neutral,neutral,Non-Veg Protein,8.0
Greek Salad (light) (steamed) - 4619,International,173,4.1,17.3,2.6,Yes,No,decreases,decreases,neutral,Beverages,0.0
Thukpa (with vegetables) - 4620,Jammu & Kashmir,97,1.4,31.8,2.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Dabeli (with vegetables) - 4621,Northeast,101,2.5,18.8,1.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Besan Masala Roti (with vegetables) - 4622,Bengali,163,4.7,15.3,3.5,Yes,No,neutral,neutral,neutral,Grains,1.5
Kehwa (with jaggery (small)),International,117,0.2,14.2,0.0,Yes,No,neutral,neutral,neutral,Others,
Methi Thepla (boiled) - 4624,Generic,76,0.2,40.1,3.7,Yes,No,decreases,neutral,neutral,Others,
Bhuna Maas (boiled),International,69,8.6,11.4,4.5,Yes,No,neutral,neutral,neutral,Others,
Persimmon (fermented (mild)) - 4626,International,87,0.7,3.0,1.5,Yes,Yes,decreases,decreases,neutral,Others,
Steamed Dumplings (plain) (fermented (mild)) - 4627,Rajasthani,147,0.2,39.1,0.8,Yes,No,neutral,neutral,neutral,Beverages,0.0
Paneer Tikka (with vegetables) - 4628,Northeast,362,8.9,22.6,11.9,Yes,No,neutral,neutral,increases,Dairy Products,20.0
Pumaloi (mild) - 4629,International,30,6.0,10.3,0.0,Yes,No,neutral,decreases,neutral,Others,
Khar (plain) - 4630,Goan,166,2.3,3.0,0.0,Yes,No,neutral,decreases,neutral,Others,
Masoor Dal (light) (sprouted) - 4631,International,157,8.8,29.7,1.2,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Mohan Maas (lightly spiced) - 4632,Madhya Pradesh,93,0.2,17.6,0.3,Yes,No,neutral,increases,neutral,Others,
Khar (mild) - 4633,South Indian,164,3.1,4.3,1.5,Yes,No,decreases,neutral,neutral,Others,
Khaja (sprouted) - 4634,International,74,4.5,9.2,2.9,Yes,No,neutral,neutral,neutral,Others,
Aloo Posto (mild) - 4635,International,127,1.4,11.4,1.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Sattu Paratha (thin) - 4636,South Indian,96,2.9,14.8,0.0,Yes,No,neutral,neutral,neutral,Grains,8.0
Sandesh (sprouted) - 4637,International,150,6.6,4.8,4.3,Yes,No,neutral,neutral,neutral,Others,
Grapes (black) (with vegetables) - 4638,International,29,2.8,20.4,1.4,Yes,Yes,decreases,neutral,neutral,Vegetables,0.5
Grapes (green) (fermented (mild)) - 4639,Goan,112,1.3,29.9,0.7,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Chapati (sprouted) - 4640,South Indian,167,1.7,30.8,0.9,Yes,No,neutral,neutral,neutral,Others,
Thukpa (thin) - 4641,Assamese,104,1.0,30.4,0.0,Yes,No,neutral,neutral,neutral,Others,
Papaya (thin) - 4642,International,54,0.1,22.0,1.6,Yes,Yes,decreases,neutral,neutral,Fruits,0.3
Kehwa (plain) - 4643,Generic,157,4.6,22.1,3.7,Yes,No,decreases,neutral,neutral,Others,
Dabeli (plain),Rajasthani,146,4.1,40.0,0.0,Yes,No,decreases,neutral,neutral,Others,
Moong Dal (light) (with jaggery (small)) - 4645,Andhra/Telangana,213,5.5,19.9,1.0,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Mishti Doi (fermented (mild)) - 4646,Assamese,146,7.0,32.6,4.4,Yes,No,decreases,neutral,neutral,Others,
Pakhala Bhata (sprouted) - 4647,Karnataka,176,1.0,25.7,0.0,Yes,No,decreases,neutral,neutral,Others,
Thalipeeth (lightly spiced),International,184,8.6,37.8,0.0,Yes,No,neutral,increases,neutral,Others,
Paratha (mixed) (mild) - 4649,Rajasthani,193,4.7,22.2,2.5,Yes,No,decreases,neutral,neutral,Grains,8.0
Basmati Rice (lightly spiced) - 4650,Madhya Pradesh,153,4.7,25.6,0.5,Yes,No,decreases,neutral,neutral,Grains,0.5
Pakhala Bhata (mild),International,78,1.3,41.4,0.0,Yes,No,neutral,decreases,neutral,Others,
Haak (lightly spiced) - 4652,Rajasthani,120,0.8,13.8,0.0,Yes,No,neutral,increases,neutral,Others,
Rasgulla (mild) - 4653,International,116,2.1,9.3,0.0,Yes,No,decreases,neutral,increases,Others,
Paratha (mixed) (mild) - 4654,Chhattisgarh,30,7.5,38.0,3.2,Yes,No,decreases,neutral,neutral,Grains,8.0
Chana Ghugni (mild) - 4655,International,156,6.9,44.3,0.3,Yes,No,neutral,neutral,neutral,Legumes/Pulses,1.0
Chana Dal (light) (with jaggery (small)) - 4656,Gujarati,243,6.5,25.6,0.6,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Royyala Iguru (fermented (mild)),International,93,6.6,23.5,2.9,Yes,No,neutral,neutral,neutral,Others,
Churma (fermented (mild)) - 4658,Andhra/Telangana,168,2.1,10.7,0.6,Yes,No,neutral,neutral,neutral,Others,
Avial (with vegetables) - 4659,Tamil Nadu,103,1.8,13.2,2.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Khambir (lightly spiced) - 4660,Rajasthani,73,5.9,28.5,1.9,Yes,No,neutral,increases,neutral,Others,
Naga Pork Curry (plain) - 4661,Jammu & Kashmir,221,20.0,10.1,1.5,No,No,neutral,neutral,neutral,Vegetables,0.5
Petha (mild) - 4662,Jammu & Kashmir,111,5.3,43.2,0.0,Yes,No,decreases,neutral,increases,Others,
Muskmelon (plain) - 4663,International,92,1.2,13.0,0.7,Yes,Yes,decreases,decreases,neutral,Others,
Sorpotel (with vegetables) - 4664,Ladakh,158,1.9,27.3,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Chhena Poda (boiled),Northeast,163,1.6,33.1,0.0,Yes,No,decreases,neutral,neutral,Others,
Tilkut (lightly spiced) - 4666,Gujarati,90,6.8,15.4,0.0,Yes,No,neutral,increases,neutral,Others,
Pongal (plain) (plain) - 4667,Maharashtrian,180,2.5,28.1,0.5,Yes,No,decreases,decreases,neutral,Others,
Pongal (with vegetables) - 4668,Assamese,159,4.0,38.7,0.0,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Churma (sprouted) - 4669,Generic,126,1.0,31.0,0.8,Yes,No,neutral,neutral,neutral,Others,
Tungrymbai (plain) - 4670,Chhattisgarh,173,2.6,34.0,0.0,Yes,No,neutral,neutral,neutral,Others,
Khichdi (vegetable) (steamed) - 4671,International,121,3.4,10.5,0.1,Yes,No,decreases,decreases,neutral,Beverages,0.0
Kakori Kebab (mild) - 4672,Goan,114,5.2,24.7,6.1,Yes,No,neutral,neutral,neutral,Others,
Thepla (fermented (mild)),Karnataka,39,2.3,19.3,0.0,Yes,No,decreases,neutral,neutral,Others,
Plain Dosa (mild) - 4674,Bengali,164,3.7,33.0,0.2,Yes,No,decreases,decreases,neutral,Grains,6.0
Bagara Baingan (mild) - 4675,Karnataka,93,6.8,3.0,0.3,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Khaja (with vegetables),Maharashtrian,163,2.3,19.8,1.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Imarti (with vegetables) - 4677,Generic,30,2.2,32.4,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pineapple (thin) - 4678,International,136,1.9,23.5,0.3,Yes,Yes,decreases,neutral,neutral,Fruits,0.3
Jackfruit (lightly spiced) - 4679,Goan,30,0.5,28.9,0.0,Yes,Yes,decreases,neutral,increases,Fruits,0.3
Rasgulla (mild) - 4680,Kerala,59,7.7,44.4,2.8,Yes,No,decreases,neutral,increases,Others,
Basmati Rice (sprouted) - 4681,Andhra/Telangana,100,4.0,44.5,0.8,Yes,No,decreases,neutral,neutral,Grains,0.5
Ragi Roti (boiled),Punjabi,96,5.7,35.4,3.5,Yes,No,decreases,neutral,neutral,Grains,1.5
Millet Porridge (with jaggery (small)),Assamese,211,3.6,28.7,1.1,Yes,No,decreases,neutral,neutral,Others,
Mango (raw) (with vegetables) - 4684,Odia,65,3.8,27.1,0.0,Yes,Yes,decreases,decreases,increases,Vegetables,0.5
Kadala Curry (with jaggery (small)) - 4685,International,227,3.0,20.5,0.0,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Kanji (rice porridge) (with vegetables) - 4686,South Indian,148,5.5,26.1,0.2,Yes,No,decreases,decreases,neutral,Grains,0.5
Mohan Maas (with jaggery (small)),Maharashtrian,200,2.4,25.5,0.8,Yes,No,neutral,neutral,neutral,Others,
Sarva Pindi (mild) - 4688,Odia,124,3.7,41.3,0.9,Yes,No,neutral,decreases,neutral,Others,
Wheat Roti (mild) - 4689,Generic,107,0.2,17.0,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Upma (plain) (boiled) - 4690,Gujarati,108,4.1,28.5,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Cow Milk (warm) (lightly spiced) - 4691,International,153,9.0,22.5,4.8,Yes,No,neutral,neutral,increases,Dairy Products,3.5
Chana Ghugni (lightly spiced) - 4692,Rajasthani,127,2.9,14.8,2.8,Yes,No,neutral,increases,neutral,Legumes/Pulses,1.0
Smoked Pork with Bamboo Shoot (mild) - 4693,South Indian,182,11.8,0.7,0.1,No,No,neutral,neutral,neutral,Others,
Bebinca (plain) - 4694,Lakshadweep,97,7.5,25.9,2.4,Yes,No,decreases,neutral,increases,Others,
Paneer (light) (thin) - 4695,North Indian,218,6.6,10.8,10.6,Yes,No,neutral,neutral,increases,Dairy Products,20.0
Aloo Tikki (boiled),Punjabi,78,6.5,35.6,2.7,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Guava (with vegetables),Gujarati,198,1.8,47.3,1.5,Yes,Yes,decreases,neutral,neutral,Vegetables,0.5
Mango (raw) (with vegetables) - 4698,Punjabi,155,1.4,18.0,0.0,Yes,Yes,decreases,decreases,increases,Vegetables,0.5
Pesarattu (plain) - 4699,Jammu & Kashmir,67,4.7,10.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Gongura Pachadi (with jaggery (small)),Madhya Pradesh,245,3.3,40.2,1.7,Yes,No,neutral,increases,neutral,Others,
Macher Jhol (sprouted) - 4701,International,166,5.0,29.6,0.0,Yes,No,neutral,neutral,neutral,Others,
Jadoh (with vegetables) - 4702,Goan,161,4.4,61.9,1.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Samosa (with vegetables) - 4703,Generic,142,8.5,6.6,1.3,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Shorshe Ilish (with vegetables) - 4704,Assamese,106,4.3,34.2,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Plain Pasta (olive oil light) (thin) - 4705,Kerala,176,7.7,44.1,2.2,Yes,No,neutral,neutral,neutral,Others,
Petha (fermented (mild)),Madhya Pradesh,82,0.2,37.7,1.2,Yes,No,decreases,decreases,increases,Others,
Kiwi (boiled),Chhattisgarh,82,0.1,14.5,1.7,Yes,Yes,decreases,decreases,neutral,Others,
Pulihora (sprouted) - 4708,Assamese,143,2.8,22.6,0.0,Yes,No,neutral,neutral,neutral,Others,
Pineapple (mild),Chhattisgarh,118,2.4,14.1,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Mohan Maas (with vegetables) - 4710,Kerala,139,1.4,25.6,0.3,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Ladakhi Butter Tea (plain) - 4711,Rajasthani,113,6.9,28.0,0.0,Yes,No,decreases,decreases,increases,Dairy Products,81.0
Basmati Rice (with jaggery (small)) - 4712,International,155,8.8,35.5,0.0,Yes,No,decreases,neutral,neutral,Grains,0.5
Khaja (mild) - 4713,Gujarati,170,7.3,16.0,0.7,Yes,No,neutral,neutral,neutral,Others,
Chole Bhature (with jaggery (small)) - 4714,Chhattisgarh,164,5.1,7.9,1.1,Yes,No,neutral,neutral,neutral,Others,
Pulihora (plain),Punjabi,149,2.4,21.7,0.9,Yes,No,decreases,neutral,neutral,Others,
Simple Grilled Fish (mild) - 4716,North Indian,170,11.4,0.0,3.2,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Guava (plain) - 4717,International,85,1.3,23.9,0.3,Yes,Yes,decreases,decreases,neutral,Others,
Ulava Charu (sprouted) - 4718,Andhra/Telangana,213,4.1,15.6,0.0,Yes,No,neutral,neutral,neutral,Others,
Rogan Josh (thin) - 4719,International,141,2.4,3.0,6.5,Yes,No,neutral,neutral,neutral,Others,
Kodi Kura (with vegetables) - 4720,International,83,4.5,27.6,2.8,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Santula (with vegetables) - 4721,Rajasthani,137,3.6,26.8,0.2,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Sarson ka Saag (with vegetables) - 4722,Maharashtrian,181,3.9,39.8,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pani Puri (thin),Andhra/Telangana,194,1.9,17.4,1.3,Yes,No,increases,neutral,neutral,Others,
Rasgulla (mild) - 4724,Goan,64,0.2,12.5,3.2,Yes,No,decreases,neutral,increases,Others,
Pork with Bamboo Shoot (with vegetables) - 4725,International,169,21.6,5.0,3.9,No,No,neutral,neutral,neutral,Vegetables,0.5
Cow Milk (warm) (mild) - 4726,International,90,7.3,10.8,10.5,Yes,No,neutral,decreases,increases,Dairy Products,3.5
Dal Baati Churma (lightly spiced) - 4727,Rajasthani,91,3.0,26.7,1.1,Yes,No,decreases,neutral,neutral,Legumes/Pulses,1.0
Avocado (steamed),International,43,0.4,14.9,0.0,Yes,Yes,decreases,decreases,neutral,Beverages,0.0
Dum Aloo (lightly spiced) - 4729,Goan,43,0.2,18.0,1.4,Yes,No,neutral,increases,neutral,Vegetables,0.5
Bajra Khichdi (steamed) - 4730,Kerala,164,6.0,24.9,0.9,Yes,No,decreases,decreases,neutral,Beverages,0.0
Malabar Parotta (with vegetables) - 4731,International,107,4.4,43.6,2.6,Yes,No,increases,neutral,neutral,Vegetables,0.5
Chhena Jhili (with vegetables) - 4732,Assamese,85,6.1,24.3,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Kinema (fermented (mild)) - 4733,Goan,106,0.2,22.4,1.1,Yes,No,neutral,neutral,neutral,Others,
Steamed Idli (boiled),Odia,144,4.7,42.2,0.7,Yes,No,decreases,decreases,neutral,Grains,0.5
Watermelon (plain) - 4735,Bengali,69,1.5,10.4,0.0,Yes,Yes,decreases,decreases,neutral,Others,
Gajar ka Halwa (boiled) - 4736,North Indian,133,5.3,10.4,2.0,Yes,No,decreases,decreases,increases,Sweets/Desserts,10.0
Shorshe Ilish (mild) - 4737,South Indian,192,2.6,53.6,0.0,Yes,No,decreases,neutral,neutral,Others,
Orange (boiled) - 4738,Jammu & Kashmir,97,0.6,18.9,0.9,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Papaya (mild) - 4739,International,48,0.6,15.0,0.7,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Gajar Methi ki Sabzi (thin) - 4740,Gujarati,159,7.5,26.7,0.9,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Steamed Dumplings (plain) (mild) - 4741,International,87,4.3,9.0,0.0,Yes,No,decreases,decreases,neutral,Beverages,0.0
Misal Pav (mild) - 4742,International,109,7.7,17.3,2.1,Yes,No,neutral,neutral,neutral,Others,
Pear (with jaggery (small)) - 4743,Chhattisgarh,156,2.7,18.7,1.5,Yes,Yes,decreases,decreases,neutral,Others,
Coconut Pudding (mild) - 4744,Jammu & Kashmir,148,2.2,24.0,0.0,Yes,No,decreases,decreases,neutral,Others,
Paneer (light) (plain) - 4745,Odia,125,12.3,8.3,1.2,Yes,No,neutral,decreases,increases,Dairy Products,20.0
Guava (boiled) - 4746,Lakshadweep,96,1.7,3.4,0.1,Yes,Yes,decreases,decreases,neutral,Others,
Balushahi (steamed) - 4747,International,121,3.0,36.0,0.2,Yes,No,neutral,neutral,neutral,Beverages,0.0
Ragi Mudde (lightly spiced) - 4748,Kerala,97,2.6,15.8,3.6,Yes,No,neutral,increases,neutral,Others,
Sambar (thin),Rajasthani,119,0.2,31.7,0.6,Yes,No,neutral,increases,neutral,Legumes/Pulses,1.0
Bobbatlu (steamed),Lakshadweep,136,0.2,40.2,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Tungrymbai (mild) - 4751,Chhattisgarh,112,8.3,33.4,0.0,Yes,No,neutral,decreases,neutral,Others,
Chhena Jhili (plain) - 4752,Odia,176,4.5,11.5,0.0,Yes,No,decreases,decreases,neutral,Others,
Rajma (sprouted) - 4753,North Indian,167,6.3,11.6,3.3,Yes,No,neutral,neutral,neutral,Others,
Coconut Chutney (mild) - 4754,International,117,4.7,30.8,0.0,Yes,No,neutral,neutral,neutral,Condiments,2.0
Macher Jhol (with vegetables),International,134,3.5,46.6,2.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Idli (steamed) - 4756,International,170,2.1,34.7,1.3,Yes,No,decreases,decreases,neutral,Grains,0.5
Santula (thin) - 4757,Jammu & Kashmir,127,2.8,29.4,0.0,Yes,No,neutral,neutral,neutral,Others,
Filter Coffee (mild) - 4758,Kerala,63,0.2,13.9,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Greek Salad (light) (thin) - 4759,Kerala,197,4.4,26.7,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Malabar Parotta (mild) - 4760,Goan,146,3.6,45.7,0.0,Yes,No,neutral,neutral,neutral,Others,
Malaiyo (mild) - 4761,Madhya Pradesh,167,9.2,43.6,4.8,Yes,No,neutral,decreases,increases,Others,
Ragi Mudde (lightly spiced) - 4762,International,146,1.4,22.8,1.0,Yes,No,neutral,increases,neutral,Others,
Dal Baati Churma (mild) - 4763,Jammu & Kashmir,170,4.9,25.4,0.4,Yes,No,decreases,decreases,neutral,Legumes/Pulses,1.0
Watermelon (mild) - 4764,Assamese,111,0.3,16.1,0.8,Yes,Yes,decreases,decreases,neutral,Others,
Pongal (plain) (mild) - 4765,Karnataka,124,4.6,21.8,1.9,Yes,No,decreases,decreases,neutral,Others,
Vada Pav (with vegetables) - 4766,Odia,191,1.9,41.0,2.3,Yes,No,increases,neutral,neutral,Vegetables,0.5
Hyderabadi Biryani (with jaggery (small)) - 4767,Kerala,248,4.6,21.4,2.6,Yes,No,neutral,neutral,neutral,Others,
Kinema (mild) - 4768,Madhya Pradesh,95,4.0,26.3,0.0,Yes,No,neutral,neutral,neutral,Others,
Mysore Masala Dosa (with vegetables) - 4769,Goan,116,3.1,40.3,1.4,Yes,No,decreases,neutral,neutral,Grains,6.0
Plain Pasta (olive oil light) (steamed) - 4770,Andhra/Telangana,75,3.9,45.0,0.1,Yes,No,decreases,neutral,neutral,Beverages,0.0
Coconut Chutney (mild) - 4771,South Indian,112,0.2,9.7,0.0,Yes,No,neutral,neutral,neutral,Condiments,2.0
Smoked Pork with Bamboo Shoot (lightly spiced) - 4772,Punjabi,162,18.0,2.6,9.4,No,No,neutral,increases,neutral,Others,
Pesarattu (with jaggery (small)) - 4773,Andhra/Telangana,148,7.8,22.2,4.9,Yes,No,neutral,neutral,neutral,Others,
Papaya (thin) - 4774,Chhattisgarh,20,1.3,25.1,0.2,Yes,Yes,neutral,neutral,neutral,Fruits,0.3
Dosa (with vegetables) - 4775,Generic,146,7.5,33.6,0.0,Yes,No,decreases,neutral,neutral,Grains,6.0
Grapes (black) (plain) - 4776,Tamil Nadu,121,2.1,14.7,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Pakhala Bhata (plain) - 4777,Ladakh,140,3.9,3.9,0.1,Yes,No,decreases,neutral,neutral,Others,
Bedmi Puri with Aloo Sabzi (thin) - 4778,International,83,1.1,54.8,2.7,Yes,No,increases,neutral,neutral,Vegetables,0.5
Macher Jhol (with jaggery (small)) - 4779,Odia,115,0.3,19.9,0.0,Yes,No,neutral,neutral,neutral,Others,
Khandvi (mild) - 4780,Andhra/Telangana,140,5.3,39.8,0.0,Yes,No,neutral,decreases,neutral,Others,
Bagara Baingan (plain) - 4781,Jammu & Kashmir,73,0.2,20.6,0.9,Yes,No,decreases,neutral,neutral,Vegetables,0.5
Cow Milk (warm) (with vegetables) - 4782,International,94,5.9,17.0,1.5,Yes,No,neutral,decreases,increases,Dairy Products,3.5
Patra (fermented (mild)) - 4783,Maharashtrian,113,2.8,3.0,0.8,Yes,No,neutral,neutral,neutral,Others,
Masala Fish Curry (steamed) - 4784,International,105,24.9,0.0,7.9,No,No,neutral,neutral,neutral,Non-Veg Protein,6.0
Kinema (thin),International,138,0.8,32.8,0.5,Yes,No,neutral,neutral,neutral,Others,
Bajra Khichdi (with jaggery (small)) - 4786,South Indian,197,3.2,37.9,0.1,Yes,No,decreases,neutral,neutral,Others,
Khar (thin) - 4787,Punjabi,62,6.0,14.1,1.4,Yes,No,neutral,neutral,neutral,Others,
Mishti Doi (sprouted) - 4788,North Indian,92,5.1,28.0,1.9,Yes,No,neutral,neutral,neutral,Others,
Brown Rice (mild) - 4789,Bengali,117,3.1,36.5,1.4,Yes,No,decreases,decreases,neutral,Grains,0.5
Ulava Charu (boiled) - 4790,International,35,2.6,12.7,1.2,Yes,No,neutral,neutral,neutral,Others,
Malabar Parotta (with vegetables) - 4791,International,160,3.2,40.2,1.7,Yes,No,increases,neutral,neutral,Vegetables,0.5
Khandvi (with vegetables) - 4792,International,115,5.0,44.7,0.4,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Grapes (black) (sprouted),International,36,3.3,31.9,1.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Puran Poli (sprouted) - 4794,South Indian,72,5.0,22.9,2.7,Yes,No,decreases,neutral,increases,Others,
Thalipeeth (with vegetables) - 4795,Northeast,72,4.2,25.4,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Thekua (mild) - 4796,Andhra/Telangana,169,1.9,34.6,0.0,Yes,No,neutral,neutral,neutral,Others,
Plain Rice (boiled) - 4797,Northeast,179,3.4,29.6,0.0,Yes,No,decreases,decreases,neutral,Grains,0.5
Sarson da Saag with Makki di Roti (thin),Lakshadweep,94,0.2,18.9,3.9,Yes,No,neutral,neutral,neutral,Grains,1.5
Kehwa (with vegetables) - 4799,International,127,3.6,37.3,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Khicede (mild) - 4800,Andhra/Telangana,125,3.3,32.0,0.5,Yes,No,neutral,neutral,neutral,Others,
Makhan Bada (steamed) - 4801,Rajasthani,162,1.1,16.5,0.0,Yes,No,decreases,neutral,neutral,Beverages,0.0
Misal Pav (sprouted),North Indian,80,4.2,31.0,2.0,Yes,No,neutral,neutral,neutral,Others,
Chikoo (with vegetables) - 4803,Kerala,111,2.4,30.2,1.1,Yes,Yes,decreases,neutral,neutral,Vegetables,0.5
Strawberry (mild) - 4804,International,20,0.9,3.0,1.4,Yes,Yes,decreases,decreases,neutral,Others,
Luchi (steamed) - 4805,Chhattisgarh,105,2.5,23.5,0.5,Yes,No,decreases,neutral,neutral,Beverages,0.0
Bajra Roti (with vegetables) - 4806,International,48,5.4,9.1,0.0,Yes,No,neutral,neutral,neutral,Grains,1.5
Pulihora (steamed) - 4807,Bengali,170,0.2,22.3,1.9,Yes,No,decreases,neutral,neutral,Beverages,0.0
Pongal (fermented (mild)) - 4808,Ladakh,109,2.6,38.9,0.0,Yes,No,decreases,decreases,neutral,Others,
Dhokla (with vegetables) - 4809,International,93,5.3,10.6,0.0,Yes,No,neutral,neutral,neutral,Vegetables,0.5
Pumaloi (steamed),International,132,1.4,28.9,0.0,Yes,No,neutral,neutral,neutral,Beverages,0.0
Gustaba (with jaggery (small)) - 4811,International,228,0.9,31.6,2.7,Yes,No,neutral,neutral,neutral,Others,
Sel Roti (lightly spiced) - 4812,Karnataka,99,1.0,21.4,0.6,Yes,No,neutral,increases,neutral,Grains,1.5
Papaya (fermented (mild)) - 4813,Jammu & Kashmir,38,2.5,24.8,0.0,Yes,Yes,decreases,decreases,neutral,Fruits,0.3
Yakhni (steamed),Tamil Nadu,171,6.6,20.6,1.8,Yes,No,decreases,neutral,neutral,Beverages,0.0
Ghevar (lightly spiced),Odia,131,5.0,41.0,0.0,Yes,No,neutral,increases,neutral,Others,
Millet Porridge (fermented (mild)) - 4816,Bengali,157,4.6,35.8,0.0,Yes,No,decreases,decreases,neutral,Others,
